	Company Name	Flags	Pipeline/PDF Url
0	ionis	['No data found on website!']	http://www.ionispharma.com/pipeline/
1	bayer	['No data found on website!']	http://pharma.bayer.com/en/innovation-partnering/development-pipeline/
2	biogen	[]	https://www.biogen.com/en_us/research-pipeline/biogen-pipeline.html
3	roche	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
4	astrazeneca	[]	https://www.astrazeneca.com/our-science/pipeline.html
